,drupal_path,title,siglum,century,num_century,provenance_id
180,http://cantus.uwaterloo.ca/source/123698,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [10] X",DK-Kk 3449 8o [10] X,16th century (1575-1600),16,provenance_016
181,http://musmed.eu/source/14251,F-SO : Ms 0334,F-SO Ms 0334,13th century,13,provenance_223
182,http://cantus.ispan.pl/source/21623,PL-STAb 2 Antiphonarium,ms. 2,16th century,16,provenance_221
183,http://cantus.uwaterloo.ca/source/123696,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [08] VIII",DK-Kk 3449 8o [08] VIII,16th century (1575-1600),16,provenance_016
184,http://cantus.uwaterloo.ca/source/123703,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [15] XV",DK-Kk 3449 8o [15] XV,16th century (1575-1600),16,provenance_016
185,http://pemdatabase.eu/source/62867,P-AR (Arouca) Museu Regional de Arte Sacra do Mosteiro de Arouca Res. Ms. 021,P-AR Res. Ms. 021,c. 1200,13,
186,http://pemdatabase.eu/source/46520,Liber CatenatusP-Cua (Coimbra) Arquivo Distrital e da Universidade...,P-Cua Cofre 27,mid 14th century,14,
187,http://musicahispanica.eu/source/23205,"E-TZ, Archivo de Música de la Catedral de Tarazona, Ms. 18","E-TZ, Ms. 18",15th century,15,
188,http://musicahispanica.eu/source/27599,"E-BAR, Archivo Diocesano de Barbastro, Antifonario s.s.","E-BAR, s.s.",15th century,15,
189,http://cantusbohemiae.cz/source/9194,CZ-Pu (Praha) XIV G 46,CZ-Pu XIV G 46,14th century,14,
190,http://cantus.uwaterloo.ca/source/123697,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [09] IX",DK-Kk 3449 8o [09] IX,16th century (1575-1600),16,provenance_016
191,http://cantus.uwaterloo.ca/source/123704,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [16] XVI",DK-Kk 3449 8o [16] XVI,16th century (1575-1600),16,provenance_016
192,http://musmed.eu/source/12990,F-Pn : Lat. 780,F-Pn Lat. 780,11th century,11,
193,http://musicahispanica.eu/source/20426,"E-H, Archivo de la Catedral de Huesca, ms. 8","E-H, ms. 8",13th century,13,
194,http://cantus.uwaterloo.ca/source/589026,"New York, Columbia University - Rare Book and Manuscript Library, Plimpton MS 041",US-NYcub Plimpton MS 041,15th century (1450-1475),15,provenance_071
195,http://cantus.uwaterloo.ca/source/123700,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [12] XII",DK-Kk 3449 8o [12] XII,16th century (1575-1600),16,provenance_016
196,http://cantus.uwaterloo.ca/source/123701,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [13] XIII",DK-Kk 3449 8o [13] XIII,16th century (1575-1600),16,provenance_016
197,http://musmed.eu/source/13399,F-Pn : Lat. 12584,F-Pn Lat. 12584,11th century,11,
198,http://musmed.eu/source/13502,F-Pn : Lat. 17436,F-Pn Lat. 17436,9th century,9,
199,http://cantus.uwaterloo.ca/source/123691,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [03] III",DK-Kk 3449 8o [03] III,16th century (1575-1600),16,provenance_016
200,http://cantus.uwaterloo.ca/source/123692,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [04] IV",DK-Kk 3449 8o [04] IV,16th century (1575-1600),16,provenance_016
201,http://musmed.eu/source/13534,F-Pn : NAL 01235,F-Pn NAL 01235,12th century,12,
202,http://cantus.uwaterloo.ca/source/123652,"Salamanca, Catedral - Archivo Musical, 8",E-SA 8,14th century,14,provenance_151
203,http://musmed.eu/source/14915,V-CVbav : Vat.lat.05319,V-CVbav Vat.lat.05319,12th century,12,
204,http://cantus.uwaterloo.ca/source/123657,"Den Haag, Koninklijke Bibliotheek - Nationale Bibliotheek van Nederland, 70 E 4",NL-DHk 70 E 4,12th century,12,provenance_186
205,http://pemdatabase.eu/source/62421,P-AR (Arouca) Museu Regional de Arte Sacra do Mosteiro de Arouca Res. L 005,P-AR Res. L 005,1513,15,
206,http://musicahispanica.eu/source/19872,E-Mn (Madrid) Mss. 1361,E-Mn Mss/1361,14th century,14,
207,http://cantus.uwaterloo.ca/source/637892,"London, British Library, Additional 23935",GB-Lbl Add 23935,13th century (1250-1275),13,provenance_121
208,http://cantusbohemiae.cz/source/33177,CZ-Pn (Praha) XII A 24,CZ-Pn XII A 24,15th century,15,provenance_222
209,http://musmed.eu/source/13509,F-Pn : Lat. 17991,F-Pn Lat. 17991,11th century,11,
210,http://cantus.uwaterloo.ca/source/678936,"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0234",CDN-Mlr MS Medieval 0234,16th century (1575-1600),16,provenance_060
211,http://musmed.eu/source/15154,D-W : Cod Guelf Helmst 1008,D-W Cod Guelf Helmst 1008,11th century,11,
